Messstelle Nr.,Messtelle,Messbeginn,Messende,Messstellezweck,Betreiber,Landkreis,Flussgebiet,Grundwasserkörper,Überschwemmungsgebiet,Wasserschutzgebiet,UTM-Rechtswert,UTM-Hochwert
400002087,Ottenstein: Sammelbehälter Ottenstein,1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Ottensteiner Hochfläche,,Ottenstein,32528206,5757566
500000194,Otter F1,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Weser,Wümme Lockergestein rechts,,,32547212,5899723
500000195,Otter F2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Weser,Wümme Lockergestein rechts,,,32547212,5899723
400000525,Otterbach,2006,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Vogler-Solling-Bramwald,,,32530908,5737450
400000217,Otternhagen I,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32536495,5818448
400000173,Otternhagen 1 (entfällt),,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32536203,5816892
400000215,Otternhagen 2,1989,1992,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32536473,5818511
400000205,Otternhagen 3,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32535734,5819621
400004396,Otternhagen 4,2012,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32535140,5818169
400000207,Otternhagen 5,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32535144,5818132
400000203,Otternhagen 6,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32535224,5819511
400001380,Otternhagen 8 (Neustadt),,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32532085,5817962
400000281,Otternhagener Moor,2010,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein rechts,,,32538763,5816360
900000219,Ovelgönne,1976,2003,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Wesermarsch,Weser,Untere Weser Lockergestein links,,,32461245,5910786
600001709,Oxstedt HL 1 FI,1998,1999,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,,32475308,5960356
600000636,Oxstedt HL 12 FI,1998,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,,32474506,5961654
600000646,Oxstedt UE 83 FI,1997,1997,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,,32473592,5960329
600000678,Oxstedter-Heide UE 93 FI,1988,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,Altenwalde,32475300,5962598
600000654,Oxstedter-Heide UE 93 FII,1995,1995,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,Altenwalde,32475299,5962596
600000624,Oxstedter-Heide UE 93 FIII,1995,1995,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,Altenwalde,32475304,5962599
900001235,P 1 Süd,1998,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg (Oldenburg),Weser,Hunte Lockergestein links,,Donnerschwee,32449206,5889674
900001232,P 12 Migemkenweg,1996,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg (Oldenburg),Weser,Hunte Lockergestein links,,Donnerschwee,32449309,5889544
900001313,P 24 oben (24 FL),1988,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein rechts,,Sandkrug,32452957,5874570
900001319,P 3a,1997,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Friesland,Weser,Jade Lockergestein links,,Varel,32442166,5913952
900001320,P 4a,1997,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Friesland,Weser,Jade Lockergestein links,,Varel,32441380,5913698
900001321,P 5a,1997,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Friesland,Weser,Jade Lockergestein links,,Varel,32439585,5913752
702400001,Pandelbach_Filter,2011,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Innerste mesozoisches Festgestein links,,Seesen,32583090,5744514
500001378,Pannecke G1,2005,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Lüneburg,Lüchow-Dannenberg,Elbe/Labe,Jeetzel Lockergestein rechts,,,32651176,5874749
500001794,Pannecke G2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Lüchow-Dannenberg,Elbe/Labe,Jeetzel Lockergestein rechts,,,32651173,5874749
1200000356,Panzerstraße I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein rechts 2,,,32388420,5844407
1200000358,Panzerstraße II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein rechts 2,,,32388419,5844405
1200000788,Papenburg,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein rechts 2,,,32393614,5879601
800000918,Paschenburg,1975,2009,Grundwassergütemessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Große Aue Lockergestein links,,,32485874,5830448
800002987,Paschenburg (neu),2010,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Große Aue Lockergestein links,,,32485874,5830430
400000365,Pattensen (H),1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,,32549860,5791952
400000367,Pattensen M425,1989,1990,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Leine Lockergestein links,,Grasdorf,32549928,5791502
100000670,Pb e/Berumer Nordwald,1994,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,Hage,32387344,5941025
100000672,Pb f/Helenenstift,1994,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,Hage,32386764,5940592
100005068,Pb 27,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,Hesel - Hasselt,32408366,5903431
100005069,Pb 30,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,Hesel - Hasselt,32408260,5904082
100005070,Pb 31,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,Hesel - Hasselt,32408259,5903895
100005075,Pb 42-22,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,Hesel - Hasselt,32408477,5903543
100005076,Pb 42-50,2015,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,Hesel - Hasselt,32408477,5903543
1100001677,Peheim,2015,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein links,,,32420317,5859822
100001672,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Marienhafe,32391108,5928965
100001660,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Marienhafe,32389465,5929258
100003318,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Aurich-Egels,32405085,5927432
100002426,Peilrohr,1999,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413906,5959578
100002424,Peilrohr,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413894,5959579
100002408,Peilrohr,1999,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413865,5959304
100001656,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Marienhafe,32388387,5929315
100002418,Peilrohr,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413397,5959124
100002416,Peilrohr,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413393,5959124
100002414,Peilrohr,1999,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32414021,5959008
100002410,Peilrohr,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32414008,5959009
100002404,Peilrohr,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413851,5959311
100002134,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,Harlingerland,32409261,5937799
100002132,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,Harlingerland,32408279,5938626
100001680,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Marienhafe,32390471,5931395
100003340,Peilrohr,1989,1999,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Aurich-Egels,32401638,5923480
100003268,Peilrohr,1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Aurich-Egels,32404193,5925794
100002420,Peilrohr,1999,2010,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413406,5959125
100002910,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Sandelermöns,32421677,5931709
100002894,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,Sandelermöns,32417562,5930869
100002412,Peilrohr,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32414011,5959008
100002406,Peilrohr,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413856,5959308
100001650,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Marienhafe,32387738,5929023
100002886,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Sandelermöns,32417335,5928417
100002882,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,,32415497,5926655
100002138,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,Harlingerland,32409251,5939942
100002130,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,Harlingerland,32408278,5938625
100001658,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Marienhafe,32388801,5930639
100003320,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Weser,Jade Lockergestein links,,Aurich-Egels,32407811,5926930
100002902,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,Sandelermöns,32418972,5932848
100003338,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,Aurich-Egels,32401630,5923480
100002422,Peilrohr,1999,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Spiekeroog,,Spiekeroog,32413888,5959578
100002892,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Sandelermöns,32418762,5929364
100002920,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Weser,Jade Lockergestein links,,Sandelermöns,32420963,5930538
100003236,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,Aurich-Egels,32407061,5927874
100002928,Peilrohr,1989,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Friesland,Weser,Jade Lockergestein links,,Sandelermöns,32421866,5929967
100002136,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,Harlingerland,32407608,5939339
100002128,Peilrohr,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Aurich,Wittmund,Ems,Norderland/Harlinger Land,,Harlingerland,32406897,5938141
900001280,Peilrohr 145,1991,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Ochtum Lockergestein,,Harpstedt,32473532,5861282
900001281,Peilrohr 152,1991,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Ochtum Lockergestein,,Harpstedt,32473656,5860033
900001282,Peilrohr 154,1991,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Ochtum Lockergestein,,Harpstedt,32475857,5859915
900001306,Peilrohr 162,1989,2005,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Weser,Jade Lockergestein links,,Nethen,32442601,5903283
900001390,Peilrohr 162a,2004,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Weser,Jade Lockergestein links,,Nethen,32442531,5903199
900001224,Peilrohr 17a,1993,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Ochtum Lockergestein,,Annenheide,32475658,5872011
900001328,Peilrohr 207,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Westerstede,32432970,5904519
900001329,Peilrohr 209,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Westerstede,32429009,5905009
900001307,Peilrohr 216,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Nethen,32439007,5902267
900001330,Peilrohr 216,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Westerstede,32431269,5902217
900001331,Peilrohr 219,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Westerstede,32429216,5903389
900001332,Peilrohr 220,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Westerstede,32430969,5901861
900001333,Peilrohr 221,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Westerstede,32428738,5902362
900001308,Peilrohr 222,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Nethen,32442860,5901882
900001334,Peilrohr 222,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Westerstede,32432140,5903932
900001309,Peilrohr 226,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Weser,Jade Lockergestein links,,Nethen,32440896,5904742
900001310,Peilrohr 232,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,Nethen,32441736,5901205
900001311,Peilrohr 235,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Weser,Jade Lockergestein links,,Nethen,32440939,5903562
900001225,Peilrohr 27,1993,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Diepholz,Weser,Ochtum Lockergestein,,Annenheide,32477138,5871981
900001226,Peilrohr 28,1993,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Diepholz,Weser,Ochtum Lockergestein,,Annenheide,32476687,5871506
900001271,Peilrohr 311,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,Großenkneten,32440267,5861768
900001272,Peilrohr 316,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,Großenkneten,32440089,5859458
900001273,Peilrohr 319,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,Großenkneten,32441386,5858478
900001274,Peilrohr 325,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Großenkneten,32449288,5861878
900001275,Peilrohr 329,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Großenkneten,32445995,5862477
900001227,Peilrohr 33a,1993,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Delmenhorst,Weser,Ochtum Lockergestein,,Annenheide,32474439,5872571
900001276,Peilrohr 334,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Großenkneten,32451678,5862453
900001277,Peilrohr 336,1989,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Großenkneten,32450672,5863365
900001278,Peilrohr 349,1991,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Großenkneten,32446231,5865105
900001336,Peilrohr 410,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein rechts,,Wildeshausen Fassung D,32464853,5863707
900001337,Peilrohr 413,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein rechts,,Wildeshausen Fassung D,32466027,5862662
900001338,Peilrohr 415,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein rechts,,Wildeshausen Fassung D,32465405,5861422
900001339,Peilrohr 420,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Wildeshausen Fassung A-C,32462239,5859302
900001340,Peilrohr 423,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Wildeshausen Fassung A-C,32461533,5858002
900001341,Peilrohr 428,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Wildeshausen Fassung A-C,32461870,5856609
900001342,Peilrohr 434,1990,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein links,,Wildeshausen Fassung A-C,32462916,5855578
900001343,Peilrohr 459,1996,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein rechts,,Wildeshausen Fassung D,32464510,5859517
800000956,Pennigsehl I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Sulingen,Nienburg (Weser),Weser,Große Aue Lockergestein links,,,32500668,5833956
1100000075,Petersdorf-Nordost,1992,2010,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32437574,5874610
1100000069,Petersdorf-Süd,1983,2010,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32434968,5871604
900000477,Petersfehn I,1985,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Weser,Hunte Lockergestein links,,,32440702,5888086
1100000067,Peterswald,1983,2012,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein rechts,,,32431889,5868784
100000001,Petkum I,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Emden,Ems,Untere Ems rechts,,,32385831,5912635
